complaint_id,text,language,category,department,priority,template_group
ENG_0850,I need assistance because the return window is incorrectly shown as closed,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0851,I need assistance because the return window is incorrectly shown as closed Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0852,I need assistance because the return window is incorrectly shown as closed I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0853,This is urgent: the return window is incorrectly shown as closed,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0854,This is urgent: the return window is incorrectly shown as closed Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0855,This is urgent: the return window is incorrectly shown as closed I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_07
ENG_0856,The courier refused to collect my return,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0857,The courier refused to collect my return Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0858,The courier refused to collect my return I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0859,"Hello, the courier refused to collect my return",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0860,"Hello, the courier refused to collect my return Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0861,"Hello, the courier refused to collect my return I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0862,"Please help, the courier refused to collect my return",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0863,"Please help, the courier refused to collect my return Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0864,"Please help, the courier refused to collect my return I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0865,I need assistance because the courier refused to collect my return,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0866,I need assistance because the courier refused to collect my return Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0867,I need assistance because the courier refused to collect my return I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0868,This is urgent: the courier refused to collect my return,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0869,This is urgent: the courier refused to collect my return Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0870,This is urgent: the courier refused to collect my return I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_08
ENG_0871,I received the wrong replacement product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0872,I received the wrong replacement product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0873,I received the wrong replacement product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0874,"Hello, I received the wrong replacement product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0875,"Hello, I received the wrong replacement product Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0876,"Hello, I received the wrong replacement product I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0877,"Please help, I received the wrong replacement product",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0878,"Please help, I received the wrong replacement product Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0879,"Please help, I received the wrong replacement product I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0880,I need assistance because I received the wrong replacement product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0881,I need assistance because I received the wrong replacement product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0882,I need assistance because I received the wrong replacement product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0883,This is urgent: I received the wrong replacement product,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0884,This is urgent: I received the wrong replacement product Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0885,This is urgent: I received the wrong replacement product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_09
ENG_0886,My return request was cancelled without explanation,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0887,My return request was cancelled without explanation Please resolve this.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0888,My return request was cancelled without explanation I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0889,"Hello, my return request was cancelled without explanation",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0890,"Hello, my return request was cancelled without explanation Please resolve this.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
ENG_0891,"Hello, my return request was cancelled without explanation I need an update as soon as possible.",English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_10
